author,description,source,title,url,real_or_fake
Steve Holland,"U.S. President Donald Trump on Thursday scornfully rejected 'disgusting' talk among Democrats about launching an impeachment inquiry against him in the aftermath of the Russia probe, saying he did nothing to merit such an outcome.","{'id': 'reuters', 'name': 'Reuters'}","Trump says impeachment is 'dirty, filthy, disgusting word'",http://feeds.reuters.com/~r/reuters/topNews/~3/gGkDsucE60w/trump-says-impeachment-is-dirty-filthy-disgusting-word-idUSKCN1T01KP,1
Stephanie McNeal,"""It just hit me like...wow, this is something most women think about every time we go out to get exercise or even just walk to our car.""","{'id': 'buzzfeed', 'name': 'Buzzfeed'}","Women Share Heartbreaking Ideas To Feel Safe Running, Including Dogs, Knives, Alarms",https://www.buzzfeednews.com/article/stephaniemcneal/women-share-feel-safe-running-knives-dogs-alarms,1
Richard Hall,"Reports frequently refer to Idlib as a jihadist haven, but the reality is more complicated, writes Richard Hall","{'id': 'independent', 'name': 'Independent'}","As Syrian government touts fight against ‘terrorists’ in Idlib, towns that resisted extremism come under fire",http://www.independent.co.uk/news/world/middle-east/syria-war-airstrikes-assad-russia-idlib-hayat-tahrir-al-sham-a8936821.html,1
Paul Withers,"DONALD TRUMP has provided the UK with a huge boost as he is looking forward to trading with a 'fully independent Britain' outside of the European Union after Brexit, and wants to agree a trade deal soon.","{'id': 'google-news-uk', 'name': 'Google News (UK)'}",Donald Trump hits EU with Brexit BROADSIDE: US ready to trade with 'INDEPENDENT Britain',https://www.express.co.uk/news/politics/1134136/brexit-news-donald-trump-us-uk-trade-deal-john-bolton-european-union-eu-us,1
Bel Trew,"Analysis: With Israel heading towards unprecedented snap elections, can 'King Bibi' survive?","{'id': 'independent', 'name': 'Independent'}",Netanyahu: Is this the end for Israel's prime minister?,http://www.independent.co.uk/news/world/middle-east/netanyahu-israel-election-explained-king-bibi-government-coalition-liberman-vote-a8937071.html,1
BBC News,A photo of this year's finalists has placed them at the centre of a storm over skin colour.,"{'id': 'bbc-news', 'name': 'BBC News'}",The mystery of the 'identical' Miss India contestants,http://www.bbc.co.uk/news/world-asia-india-48442662,1
,"Disneyland’s “Star Wars” expansion is the biggest in the park’s history, and a bet that Wookiees and Stormtroopers will draw visitors as well as princesses.","{'id': 'the-new-york-times', 'name': 'The New York Times'}",Welcome to Galaxy’s Edge,https://www.nytimes.com/2019/05/29/travel/star-wars-disneyland-galaxys-edge.html,1
Marshall Cohen,"One day after special counsel Robert Mueller publicly refused to exonerate President Donald Trump and hinted at potential impeachment, the President responded Thursday with an avalanche of widely debunked lies about the investigation and its findings.","{'id': 'cnn', 'name': 'CNN'}",Fact-checking Trump's flurry of lies Thursday morning,http://us.cnn.com/2019/05/30/politics/fact-checking-trump-mueller-claims/index.html,1
,"A historically delayed planting season is causing an amount of stress and angst in farm country that ""cannot be overstated.""","{'id': 'the-washington-post', 'name': 'The Washington Post'}","Extreme weather is pummeling the Midwest, and farmers are in deep trouble",https://www.washingtonpost.com/weather/2019/05/30/extreme-weather-is-pummeling-midwest-farmers-are-deep-trouble/,1
Katherine Clarke,Builders and brokers are throwing blowout bashes and testing an array of marketing stunts amid the area’s spec home bubble.,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",L.A. Developers Have a Big Problem: Too Many New Megamansions,https://www.wsj.com/articles/la-developers-have-a-big-problem-too-many-new-megamansions-11559230837?mod=hp_lead_pos10,1
,Voter suppression tactics won't solve the GOP's problem.,"{'id': 'the-washington-post', 'name': 'The Washington Post'}",Opinion | Republicans are living on borrowed time,https://www.washingtonpost.com/opinions/2019/05/30/republicans-live-borrowed-time/,1
BBC News,"The actor says he was ""freaking out"" when he learned his date had been murdered, stabbed 47 times.","{'id': 'bbc-news', 'name': 'BBC News'}",Ashton Kutcher appears in 'Hollywood Ripper' trial,http://www.bbc.co.uk/news/world-us-canada-48465551,1
Mary Dejevsky,Ukip and Farage’s lack of representation in parliament over the years is a shameful indictment of our political system. Would Brexit have even happened had they been in Westminster?,"{'id': 'google-news-uk', 'name': 'Google News (UK)'}","Nigel Farage still deserves a peerage – if he’d got one years ago, we wouldn't be in this mess",https://www.independent.co.uk/voices/nigel-farage-knighthood-brexit-party-parliament-electoral-reform-a8937001.html,1
Mary Dejevsky,Ukip and Farage’s lack of representation in parliament over the years is a shameful indictment of our political system. Would Brexit have even happened had they been in Westminster?,"{'id': 'independent', 'name': 'Independent'}","Nigel Farage still deserves a peerage – if he’d got one years ago, we wouldn't be in this mess",http://www.independent.co.uk/voices/nigel-farage-knighthood-brexit-party-parliament-electoral-reform-a8937001.html,1
Phoebe Weston,"‘Most likely they were pushed into the cave by simple curiosity and a sense of wonder,’ says Marco Romano","{'id': 'independent', 'name': 'Independent'}","14,000-year-old cave footprints provide snapshot of Stone Age family day out",http://www.independent.co.uk/news/science/cave-footprints-stone-age-family-day-out-crawling-a8936656.html,1
,"In morning tweets, the president also seemingly acknowledged for the first time that Russia helped him win in 2016. He later said that he won because of his own efforts.","{'id': 'the-washington-post', 'name': 'The Washington Post'}","Trump attacks Mueller, says he would have brought charges if he had evidence of a crime",https://www.washingtonpost.com/politics/trump-attacks-mueller-says-he-would-have-brought-charges-if-he-had-evidence-of-a-crime/2019/05/30/bf8ab798-82ca-11e9-bce7-40b4105f7ca0_story.html,1
Jordain Carney,"Former Sen. Thad Cochran (R-Miss.), who served in Congress for more than 45 years, died Thursday morning at the age of 81.","{'id': 'the-hill', 'name': 'The Hill'}",Longtime GOP Sen. Thad Cochran dies at 81,http://thehill.com/homenews/senate/446137-longtime-gop-sen-thad-cochran-dies-at-81,1
Samantha Pearson,"Mine workers warned managers that the structure, which held mining waste, was about to collapse, a Wall Street Journal investigation has found. At least one of them died when it did. Vale denies that it ignored warning signs.","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",‘He Was Ignored’: Workers at Brazil’s Vale Predicted Dam’s Tragic Collapse,https://www.wsj.com/articles/he-was-ignored-workers-at-brazils-vale-predicted-dams-tragic-collapse-11559228132?mod=hp_lead_pos5,1
"Analysis by Harry Enten, CNN",Special counsel Robert Mueller's public statement on Wednesday seemingly left House Speaker Nancy Pelosi between a rock and a hard place. She's taking a middle of the road approach on impeachment -- and that seems to be the most popular position with the elec…,"{'id': 'cnn', 'name': 'CNN'}",Why Nancy Pelosi's impeachment strategy is politically smart,http://us.cnn.com/2019/05/30/politics/pelosi-trump-impeachment-analysis/index.html,1
Jordan Fabian and Brett Samuels,President Trump on Thursday escalated his attacks on Robert Mueller one day after the special counsel essentially said it is up to Congress whether to hold the president accountable for his actions during the Russia probe.,"{'id': 'the-hill', 'name': 'The Hill'}",Trump escalates attacks on Mueller,http://thehill.com/homenews/administration/446130-trump-escalates-attacks-on-mueller,1
BBC News,The US president launches a fierce personal attack on the special counsel in the Russia inquiry.,"{'id': 'bbc-news', 'name': 'BBC News'}",Trump assails 'totally conflicted' Robert Mueller,http://www.bbc.co.uk/news/world-us-canada-48461356,1
Paul Ziobro,"FedEx will deliver packages seven days a week starting next year, adding an extra operating day to accommodate America’s online shopping habits.","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",FedEx to Deliver Packages 7 Days a Week,https://www.wsj.com/articles/fedex-to-deliver-packages-7-days-a-week-11559225213?mod=hp_lead_pos6,1
,This year's plunge in mortgage rates is giving Americans an incentive to upgrade to pricier houses.,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Falling Mortgage Rates Are Enticing U.S. Homebuyers to Trade Up,https://www.bloomberg.com/news/articles/2019-05-30/falling-mortgage-rates-are-enticing-u-s-homebuyers-to-trade-up,1
,JPMorgan Chase & Co. has agreed to pay $5 million to resolve a discrimination claim filed by a male employee who alleged the bank's parental leave policy ...,"{'id': 'bloomberg', 'name': 'Bloomberg'}",JPMorgan Agrees to Biggest-Ever Settlement in Anti-Dad Bias Case,https://www.bloomberg.com/news/articles/2019-05-30/jpmorgan-agrees-to-biggest-ever-settlement-in-anti-dad-bias-case,1
,My favorite reader email in months came in response to my column on a new book that sticks up for millennials. My verdict: They're having some economic ...,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Millennials’ Costly Lifestyles May Not Be a Matter of Choice,https://www.bloomberg.com/opinion/articles/2019-05-30/millennials-costly-lifestyles-tied-to-baby-boomers,1
"Devan Cole, CNN",President Donald Trump launched a furious broadside Thursday morning against Robert Mueller the day after the special counsel discussed the findings of his report into Russian interference in the 2016 election and the investigation's inability to clear the Pr…,"{'id': 'cnn', 'name': 'CNN'}","Trump unleashes fury on Mueller, again disputes US intelligence findings on Russia",http://us.cnn.com/2019/05/30/politics/trump-russia-election-interference-help/index.html,1
Rebecca Ballhaus,"President Trump denied knowing about a White House request to move “out of sight” the warship USS John S. McCain during his visit to Japan, but said whoever issued the directive was “well meaning.”","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Trump Says USS McCain Order Was Given Without His Knowledge,https://www.wsj.com/articles/trump-denies-knowing-of-directive-to-move-uss-mccain-out-of-sight-11559222411?mod=hp_lead_pos7,1
BERNIE BECKER,The senator had placed holds on Treasury nominees once already last year.,"{'id': 'politico', 'name': 'Politico'}",Wyden threatens to hold nominees over Trump tax return defiance,https://www.politico.com/story/2019/05/30/wyden-threatens-nominee-holds-over-tax-return-response-1489740,1
BBC News,"The president says whoever did it was ""well meaning"" as ""they know I'm not a fan of John McCain.""","{'id': 'bbc-news', 'name': 'BBC News'}",Trump defends request to hide ship named McCain,http://www.bbc.co.uk/news/world-us-canada-48456742,1
Associated Press,"Trump tweeted Thursday that ""I had nothing to do with Russia helping me to get elected."" But he later insisted that Russia didn't help him.","{'id': 'time', 'name': 'Time'}","President Trump Tweets That Russia Helped Him Get Elected, Then Quickly Backtracks",http://time.com/5598147/trump-russia-help-elected/,1
Tom Embury-Dennis,,"{'id': 'independent', 'name': 'Independent'}",Trump says Russia 'helped me get elected' for first time in furious outburst at Mueller,http://www.independent.co.uk/news/world/americas/us-politics/trump-twitter-mueller-statement-russia-impeachment-collusion-obstruction-a8936496.html,1
,"Former head of the British Army, General Sir Mike Jackson, has told the Ballymurphy inquest into the deaths of 10 people in west Belfast that the Army “does not do conspiracies”.

The deaths occurred during three days of gunfire in August 1971, following the …","{'id': 'google-news-uk', 'name': 'Google News (UK)'}",General Sir Mike Jackson gives evidence over Ballymurphy,https://www.itv.com/news/utv/2019-05-30/general-sir-mike-jackson-gives-evidence-over-ballymurphy/,1
,"Weeks before the Supreme Court rules on the legality of the citizenship question, evidence filed in court could further erode the Trump administration’s rationale for the question.","{'id': 'the-new-york-times', 'name': 'The New York Times'}",Deceased G.O.P. Strategist’s Hard Drives Reveal New Details on the Census Citizenship Question,https://www.nytimes.com/2019/05/30/us/census-citizenship-question-hofeller.html,1
BBC News,Saybie is believed to be the world's smallest infant to survive after weighing just 8.6 ounces or 245 grams at birth.,"{'id': 'bbc-news', 'name': 'BBC News'}",The world's tiniest survivor,http://www.bbc.co.uk/news/world-us-canada-48462772,1
Brett Samuels,"President Trump on Thursday defended the reported decision by military officials to obscure the USS McCain during his trip to Japan, saying whoever made the order was ""well meaning.""","{'id': 'the-hill', 'name': 'The Hill'}",Trump: Whoever moved to obscure USS McCain was 'well meaning',http://thehill.com/homenews/administration/446097-trump-whoever-moved-to-obscure-uss-mccain-was-well-meaning,1
Joseph De Avila,"Some New Jersey lawmakers are pushing an overhaul of the state’s pension system, one of the most deeply indebted retirement systems in the U.S., as payments are expected to more than double by 2023.","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",New Jersey Needs a Pension Fix. Is This It?,https://www.wsj.com/articles/new-jersey-needs-a-pension-fix-is-this-it-11559219715?mod=hp_lead_pos9,1
Jordan Fabian,"President Trump on Thursday said Russia did not help him get elected in 2016,","{'id': 'the-hill', 'name': 'The Hill'}","Trump says Russia did not help him win, contradicting tweet",http://thehill.com/homenews/administration/446096-trump-says-russia-did-not-help-him-win-contradicting-tweet,1
,"As China looks to face down President Donald Trump, its leaders find themselves in a bind: How can they show him they won't be pushed around without ...","{'id': 'bloomberg', 'name': 'Bloomberg'}",China Pulls Punches With Trump to Defend a Path for Trade Talks,https://www.bloomberg.com/news/articles/2019-05-30/china-pulls-punches-with-trump-to-defend-a-path-for-trade-talks,1
https://www.facebook.com/bbcnews,Three-year-old Alfie Lamb was placed in the footwell of a car by his mother prior to his death.,"{'id': 'google-news-uk', 'name': 'Google News (UK)'}",'Car seat crush' death mum jailed,https://www.bbc.co.uk/news/uk-england-london-48460240,1
Ellen Gabler,Secret recordings captured physicians’ concerns that more children seemed to fare poorly after heart surgery. Their hospital kept doing the operations.,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Doctors Were Alarmed: ‘Would I Have My Children Have Surgery Here?’,https://www.nytimes.com/interactive/2019/05/30/us/children-heart-surgery-cardiac.html,1
Jake Holland,"Overall enrollment at colleges and universities is down for the seventh year in a row, continuing a trend that is putting pressure on many smaller schools even as some bigger schools thrive.","{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}","College Enrollments Fall Again, With Some Notable Exceptions",https://www.wsj.com/articles/college-enrollments-down-again-this-year-11559217601?mod=hp_lead_pos8,1
Lauren Ballinger,Emergency services called to theme park in Ripon,"{'id': 'google-news-uk', 'name': 'Google News (UK)'}",LIVE: Reports of serious incident involving child at Lightwater Valley,https://www.leeds-live.co.uk/news/yorkshire-news/reports-serious-incident-involving-child-16353700,1
IAN KULLGREN,Trump told reporters he is “going to do something very dramatic on the border.“,"{'id': 'politico', 'name': 'Politico'}",Trump weighs plan to choke off asylum for Central Americans,https://www.politico.com/story/2019/05/30/asylum-restrictions-trump-central-america-1489012,1
"Patrick Knox, Mark Hodge and Jon Rogers","Man, 33, dies after setting himself on fire outside the White House suffering 85 per cent burns  The Sun
Man who set himself on fire outside the White House dies in hospital  Daily Mail
Man dies after setting himself on fire near White House  Sky News
Shoc…","{'id': 'google-news-uk', 'name': 'Google News (UK)'}","Man, 33, dies after setting himself on fire outside the White House suffering 85 per cent burns",http://www.thesun.co.uk/news/9179783/man-dies-sets-himself-fire-white-house-lawn-burning/,1
,"When Venezuela suddenly dumped years of unpublished economic data onto its central bank's website late Tuesday night, the most glaring trend that emerged ...","{'id': 'bloomberg', 'name': 'Bloomberg'}",Venezuela Says Inflation Is Slowing. Don't Laugh. It Actually Is,https://www.bloomberg.com/news/articles/2019-05-30/venezuela-says-inflation-is-slowing-don-t-laugh-it-actually-is,1
,"Staff at orphanages run by the Sisters of Nazareth committed acts of sexual abuse that “reached levels of utmost depravity”, the chair of the Scottish Child Abuse Inquiry has said. Children in...","{'id': 'google-news-uk', 'name': 'Google News (UK)'}",Abuse by nuns at orphanages reached ‘levels of utmost depravity’,https://www.thetimes.co.uk/article/abuse-by-nuns-at-orphanages-reached-levels-of-utmost-depravity-wzq79rz9d,1
"Rowena Mason, Jessica Elgot",Chancellor tells candidates for party leadership that backing no deal could mean losing no-confidence vote,"{'id': 'google-news-uk', 'name': 'Google News (UK)'}","Referendum may be only way out of Brexit deadlock, says Hammond",https://www.theguardian.com/politics/2019/may/30/new-referendum-may-be-only-way-to-break-brexit-deadlock-says-hammond,1
Miguel Delaney,"Exclusive interview: Alisson was hand-picked by Jurgen Klopp to address one of Liverpool’s problem positions, and in one moment paid back most of what it cost the club. Now, he aims to give them European glory to follow in the footsteps of history","{'id': 'independent', 'name': 'Independent'}","Champions League final, Tottenham vs Liverpool: Alisson on justifying his £66m transfer fee, the art of goalkeeping and making history",http://www.independent.co.uk/sport/football/european/champions-league-final-tottenham-vs-liverpool-alisson-interview-transfer-fee-news-goalkeepeing-a8936376.html,1
